>CCDC6_ENST00000263102.6,chr10:61548521-61666414
23,86262307,86262557
24,86265222,86265347
25,86265461,86265578
26,86266303,86266551
27,86269641,86269717
28,86270297,86270478
29,86270612,86270694
30,86273744,86273938
31,86278223,86278381
32,86278791,86278861
33,86279321,86279365
34,86283453,86283503
35,86284277,86284726
36,86286723,86287056
37,86287859,86288841

>CCDC86_ENST00000227520.5,chr11:60609544-60618554
1,60609544,60610355
2,60615397,60615526
3,60617413,60617487
4,60617679,60618554

>FKBP15_ENST00000446284.1,chr9:115923286-115983641
1,115983471,115983598
2,115973757,115973872
3,115969492,115969576
4,115968789,115968858
5,115965241,115965315
6,115964811,115964909
7,115962094,115962243
8,115961135,115961203
9,115959212,115959358
10,115956307,115956449
11,115955772,115955829
12,115952751,115952858
13,115950669,115950771
14,115950073,115950179
15,115948529,115948643
16,115946975,115947084
17,115946572,115946679
18,115946031,115946125
19,115945046,115945148
20,115940910,115941081
21,115938817,115938953
22,115936708,115936863
23,115935733,115935885
24,115933861,115933986
25,115932802,115932909
26,115931504,115932222
27,115930740,115930836
28,115923286,115928435

>SPECC1L_ENST00000314328.9,chr22:24666786-24813708
1,24666808,24666951
2,24672668,24672771
3,24698163,24698352
4,24709281,24709434
5,24717256,24718886
6,24720188,24720395
7,24724814,24724887
8,24726224,24726399
9,24730378,24730541
10,24734354,24734445
11,24743054,24743144
12,24759229,24759312
13,24761444,24761600
14,24765186,24765288
15,24807556,24807672
16,24808616,24808675
17,24810502,24813708

>AGBL4_ENST00000371839.1,chr1:48998527-50489585
1,50489435,50489585
2,50317068,50317190
3,50162985,50163109
4,49711442,49711536
5,49511256,49511472
6,49332863,49332902
7,49128824,49128913
8,49119009,49119123
9,49100165,49100276
10,49056505,49056657
11,49052676,49052838
12,49005314,49005410
13,49000562,49000588
14,48998527,48999965

>BTBD1_ENST00000261721.4,chr15:83685174-83736106
1,83735503,83736106
2,83725141,83725297
3,83718825,83718930
4,83710480,83710677
5,83698888,83699080
6,83689427,83689514
7,83687459,83687605
8,83685174,83686977

>PEAR1_ENST00000338302.3,chr1:156863490-156886226
1,156863512,156863629
2,156871980,156872077
3,156873710,156873819
4,156874540,156874644
5,156875116,156875216
6,156876068,156876160
7,156876429,156876672
8,156877402,156877522
9,156877707,156877843
10,156877920,156878132
11,156878447,156878621
12,156878708,156878828
13,156879543,156879706
14,156879798,156879900
15,156880026,156880172
16,156880410,156880535
17,156882039,156882167
18,156882286,156882414
19,156882562,156882774
20,156882986,156883074
21,156883183,156883315
22,156883484,156883552
23,156883644,156883892
24,156884439,156886221

>MPRIP_ENST00000395811.5,chr17:16945859-17120993
1,16946074,16946285
2,16979024,16979101
3,16981325,16981390
4,17030016,17030167
5,17034931,17035015
6,17039533,17039764
7,17041230,17041389
8,17045941,17046079
9,17046870,17046983
10,17049350,17049406
11,17050633,17050701
12,17053458,17053547
13,17057620,17057729
14,17061746,17062316
15,17064554,17064670
16,17075032,17075179
17,17076012,17076129
18,17077230,17077389
19,17078607,17078726
20,17079740,17079826
21,17080564,17080726
22,17083317,17083402
23,17088137,17095962

>RFWD2_ENST00000367669.3,chr1:175913967-176176629
1,176175708,176176629
2,176153769,176153828
3,176145046,176145143
4,176132951,176133027
5,176132005,176132124
6,176118142,176118210
7,176105624,176105683
8,176104146,176104222
9,176085760,176085817
10,176054912,176055026
11,176050288,176050423
12,176015317,176015460
13,176012846,176012954
14,176012322,176012403
15,175996708,175996824
16,175958498,175958615
17,175957424,175957548
18,175956079,175956239
19,175916331,175916375
20,175913967,175914306

>NFASC_ENST00000401399.1,chr1:204797779-204991950
1,204889760,204889868
2,204913354,204913534
3,204919685,204919702
4,204921139,204921244
5,204923316,204923512
6,204923957,204924079
7,204926784,204926954
8,204937377,204937488
9,204937926,204938110
10,204939744,204939875
11,204942404,204942547
12,204943307,204943418
13,204943785,204943951
14,204944399,204944546
15,204945799,204945923
16,204946809,204946853
17,204948096,204948197
18,204948490,204948687
19,204949498,204949568
20,204950926,204951148
21,204956546,204956668
22,204957761,204957934
23,204960420,204960434
24,204966298,204966534
25,204970298,204970414
26,204971724,204971876
27,204978685,204978816
28,204981925,204981994
29,204985436,204991950

>BCAN_ENST00000329117.5,chr1:156611182-156629324
1,156611740,156612067
2,156615839,156615937
3,156616593,156616967
4,156617300,156617474
5,156617775,156617902
6,156618360,156618653
7,156621248,156621481
8,156622040,156622684
9,156626074,156626181
10,156626730,156626888
11,156627467,156627549
12,156627919,156628063
13,156628335,156628525
14,156628819,156629320

>MDM4_ENST00000367182.3,chr1:204485511-204542871
1,204485511,204485637
2,204494612,204494724
3,204495488,204495562
4,204499812,204499945
5,204501319,204501374
6,204506558,204506625
7,204507337,204507436
8,204511912,204512072
9,204513663,204513812
10,204515925,204516005
11,204518241,204527248

>RABGAP1L_ENST00000251507.4,chr1:174128548-174964445
1,174128655,174128795
2,174188263,174188433
3,174190110,174190302
4,174200283,174200493
5,174210621,174210795
6,174219613,174219770
7,174221618,174221728
8,174241552,174241618
9,174244971,174245073
10,174247751,174247917
11,174274124,174274265
12,174340117,174340210
13,174363133,174363283
14,174606513,174606626
15,174652660,174652734
16,174668663,174668788
17,174671251,174671394
18,174721451,174721492
19,174780970,174781098
20,174926594,174926686
21,174927028,174927319

>PPL_ENST00000345988.2,chr16:4932508-5010742
1,4986985,4987136
2,4960851,4960950
3,4953887,4954041
4,4952407,4952527
5,4950965,4951090
6,4950831,4950872
7,4949224,4949385
8,4949014,4949121
9,4947676,4947771
10,4945595,4945717
11,4945262,4945408
12,4944468,4944619
13,4943542,4943639
14,4943214,4943371
15,4942036,4942214
16,4941812,4941950
17,4940729,4940922
18,4940185,4940335
19,4938979,4939062
20,4938103,4938219
21,4937136,4937228
22,4932508,4936048

>CHTOP_ENST00000368694.3,chr1:153606525-153618782
1,153606525,153606819
2,153609048,153609129
3,153610771,153610924
4,153614722,153614905
5,153615703,153615840
6,153617540,153618782

>ARHGEF2_ENST00000361247.4,chr1:155916630-155976861
1,155948156,155948318
2,155938947,155939091
3,155936611,155936678
4,155936207,155936270
5,155935422,155935551
6,155935094,155935203
7,155934779,155934922
8,155932724,155932974
9,155932384,155932509
10,155931896,155932013
11,155931452,155931700
12,155928111,155928187
13,155927504,155927673
14,155924693,155924760
15,155922419,155922619
16,155921907,155922026
17,155921710,155921777
18,155921532,155921567
19,155921274,155921324
20,155920620,155921063
21,155920090,155920273
22,155916645,155917806

>CEL_ENST00000372080.4,chr9:135937365-135947248
1,135937365,135937455
2,135939791,135939941
3,135940027,135940149
4,135940427,135940624
5,135941917,135942047
6,135942225,135942332
7,135942475,135942592
8,135944059,135944245
9,135944443,135944646
10,135945848,135946045
11,135946374,135947248

>GRIPAP1_ENST00000376441.1,chrX:48830134-48858675
1,48858599,48858675
2,48855850,48855916
3,48855650,48855711
4,48854566,48854592
5,48853662,48853769
6,48849840,48849990
7,48847338,48847522
8,48847097,48847144
9,48846384,48846415
10,48846247,48846294
11,48846023,48846122
12,48844533,48844610
13,48844199,48844291
14,48841681,48841815
15,48840187,48840282
16,48839640,48839852
17,48839391,48839504
18,48838207,48838284
19,48838008,48838103
20,48837828,48837884
21,48837627,48837726
22,48834717,48834847
23,48832653,48832775
24,48832430,48832523
25,48831567,48831721
26,48830134,48830697

>LRRC71_ENST00000337428.7,chr1:156890442-156902886
1,156890442,156890755
2,156893741,156893890
3,156894216,156894344
4,156894435,156894510
5,156894730,156894807
6,156896994,156897062
7,156897288,156897447
8,156897525,156897608
9,156897707,156897796
10,156899072,156899221
11,156899428,156899521
12,156900321,156900409
13,156901708,156901819
14,156902216,156902337
15,156902645,156902886

>MRPL24_ENST00000361531.2,chr1:156707095-156711382
1,156710804,156710880
2,156708314,156708556
3,156708135,156708230
4,156707823,156707926
5,156707438,156707568
6,156707095,156707326

>PAN3_ENST00000399613.1,chr13:28712643-28869475
1,28713170,28713224
2,28748409,28748530
3,28750630,28750696
4,28752002,28752072
5,28794368,28794515
6,28830429,28830676
7,28834584,28834688
8,28835538,28835595
9,28840852,28841013
10,28841232,28841348
11,28841437,28841538
12,28844838,28845003
13,28846118,28846208
14,28851374,28851513
15,28854549,28854678
16,28855452,28855516
17,28862121,28862259
18,28866519,28869472

>AFAP1_ENST00000360265.4,chr4:7760441-7941653
1,7873679,7874040
2,7870349,7870446
3,7857193,7857301
4,7844866,7845077
5,7840251,7840430
6,7820803,7820898
7,7817745,7817826
8,7811341,7811490
9,7802169,7802380
10,7795408,7795553
11,7787921,7788038
12,7780489,7780603
13,7776466,7776630
14,7774547,7774737
15,7770571,7770735
16,7760441,7765518

>RBPMS_ENST00000397323.4,chr8:30241944-30429778
1,30241995,30242674
2,30332295,30332372
3,30335315,30335353
4,30336831,30336893
5,30361803,30361953
6,30402011,30402141
7,30416404,30416473
8,30423774,30423877
9,30428154,30429778

>LYN_ENST00000420292.1,chr8:56792372-56923940
1,56867655,56867852
2,56879274,56879456
3,56882276,56882352
4,56910905,56911007

>HOMER2_ENST00000450735.2,chr15:83509838-83654661
1,83621283,83621473
2,83561437,83561593
3,83544025,83544156
4,83532919,83533011
5,83527781,83527887
6,83523396,83523552
7,83520894,83521004
8,83519903,83519983
9,83517735,83518655

>AXL_ENST00000301178.4,chr19:41725108-41767671
1,41725108,41725382
2,41726541,41726763
3,41727051,41727151
4,41727785,41727961
5,41736872,41736952
6,41737088,41737203
7,41743849,41744059
8,41744375,41744514
9,41745069,41745219
10,41745599,41745625
11,41748788,41748920
12,41749521,41749612
13,41754419,41754514
14,41754648,41754725
15,41758256,41758348
16,41758751,41758872
17,41759504,41759613
18,41762357,41762516
19,41763398,41763534
20,41765458,41767671

>SCAF11_ENST00000369367.3,chr12:46312914-46385903
1,46384136,46384348
2,46357890,46357971
3,46355483,46355640
4,46345433,46345510
5,46342220,46342320
6,46339032,46339096
7,46328230,46328288
8,46327959,46328068
9,46326914,46327015
10,46325289,46325395
11,46319925,46322642
12,46318511,46318857
13,46316719,46316937
14,46316246,46316365
15,46315192,46315977

>SLC3A2_ENST00000377890.2,chr11:62623518-62656352
1,62623574,62623853
2,62638217,62638309
3,62639049,62639141
4,62648491,62648919
5,62649365,62649538
6,62650380,62650471
7,62651929,62651997
8,62652104,62652162
9,62652649,62652829
10,62652937,62653080
11,62655607,62655690
12,62655803,62656265

>BAG4_ENST00000287322.4,chr8:38034051-38070819
1,38034117,38034657
2,38050206,38050313
3,38065030,38065284
4,38066531,38066785
5,38067526,38070819

>CIT_ENST00000261833.7,chr12:120123595-120315095
1,120315053,120315092
2,120313877,120313985
3,120306864,120307005
4,120295327,120295502
5,120287978,120288079
6,120271890,120272032
7,120270575,120270668
8,120262969,120263172
9,120260624,120260777
10,120241010,120241193
11,120222764,120222869
12,120221712,120221855
13,120220322,120220441
14,120214476,120214646
15,120214162,120214212
16,120213590,120213643
17,120210574,120210714
18,120204891,120204986
19,120198743,120198859
20,120196395,120196504
21,120195175,120195349
22,120189855,120190052
23,120180216,120180269
24,120172965,120173162
25,120171969,120172162
26,120168300,120168435
27,120166307,120166411
28,120159114,120159254
29,120158283,120158390
30,120156504,120156666
31,120156050,120156214
32,120152002,120152139
33,120151273,120151453
34,120151008,120151099
35,120150396,120150500
36,120149983,120150152
37,120148345,120148425
38,120148056,120148191
39,120145984,120146123
40,120142168,120142260
41,120139655,120139763
42,120139429,120139557
43,120138550,120138630
44,120135781,120135859
45,120135464,120135643
46,120127956,120128259
47,120123596,120126060

>MALAT1_ENST00000534336.1,chr11:65265233-65273940
1,65265233,65273940

>TFEB_ENST00000230323.4,chr6:41651716-41703997
1,41702638,41702798
2,41700387,41700505
3,41658739,41658973
4,41658401,41658655
5,41657469,41657549
6,41655646,41655766
7,41655491,41655547
8,41654832,41654907
9,41653828,41653975
10,41651716,41652816

>PURB_ENST00000395699.2,chr7:44915896-44924960
1,44915896,44924960

>EGFR_ENST00000275493.2,chr7:55086714-55324313
1,55086794,55087058
2,55209979,55210130
3,55210998,55211181
4,55214299,55214433
5,55218987,55219055
6,55220239,55220357
7,55221704,55221845
8,55223523,55223639
9,55224226,55224352
10,55224452,55224525
11,55225356,55225446
12,55227832,55228031
13,55229192,55229324
14,55231426,55231516
15,55232973,55233130
16,55238868,55238906
17,55240676,55240817
18,55241614,55241736
19,55242415,55242513
20,55248986,55249171
21,55259412,55259567
22,55260459,55260534
23,55266410,55266556
24,55268009,55268106
25,55268881,55269048
26,55269428,55269475
27,55270210,55270318
28,55272949,55279321

>MET_ENST00000318493.6,chr7:116312444-116438440
1,116312459,116312631
2,116339125,116340338
3,116371722,116371913
4,116380004,116380138
5,116380906,116381079
6,116395409,116395569
7,116397491,116397593
8,116397692,116397828
9,116398513,116398674
10,116399391,116399544
11,116403104,116403322
12,116409699,116409845
13,116411552,116411708
14,116411903,116412043
15,116414935,116415165
16,116417443,116417523
17,116418830,116419011
18,116422042,116422151
19,116423358,116423523
20,116435709,116435845
21,116435941,116436396

>PTPRZ1_ENST00000393386.2,chr7:121513143-121702090
1,121513143,121513611
2,121568210,121568275
3,121608005,121608184
4,121612595,121612746
5,121616227,121616322
6,121616839,121616905
7,121623719,121623876
8,121624021,121624171
9,121636436,121636620
10,121637934,121638060
11,121644668,121644714
12,121650388,121653943
13,121659178,121659322
14,121668606,121668697
15,121671528,121671613
16,121674149,121674169
17,121674336,121674432
18,121676654,121676736
19,121678809,121678943
20,121679508,121679642
21,121680870,121681033
22,121682662,121682797
23,121684476,121684622
24,121691482,121691575
25,121691920,121691993
26,121693964,121694092
27,121694995,121695141
28,121698854,121698996
29,121699807,121699942
30,121701134,121702090

>ZC3HAV1_ENST00000242351.5,chr7:138728266-138794465
1,138793770,138794394
2,138774370,138774505
3,138768526,138768778
4,138764216,138764989
5,138763298,138763399
6,138761032,138761155
7,138758602,138758776
8,138749625,138749745
9,138745782,138745884
10,138739951,138740041
11,138738711,138738841
12,138738197,138738327
13,138728266,138732599

>AGK_ENST00000355413.4,chr7:141250989-141355044
1,141250989,141251234
2,141255253,141255367
3,141292946,141292985
4,141296362,141296441
5,141301005,141301080
6,141310995,141311087
7,141313946,141313978
8,141315271,141315365
9,141321532,141321601
10,141333701,141333780
11,141336760,141336817
12,141341048,141341198
13,141341611,141341708
14,141349063,141349133
15,141351325,141351409
16,141352587,141355044

>ARMC10_ENST00000323716.3,chr7:102715328-102740205
1,102715328,102715858
2,102716224,102716328
3,102724129,102724277
4,102727077,102727211
5,102732924,102733100
6,102737724,102737795
7,102738746,102740205

>GHR_ENST00000230882.4,chr5:42423879-42721979
1,42423879,42424057
2,42565966,42566046
3,42629140,42629205
4,42688992,42689121
5,42695019,42695191
6,42699926,42700104
7,42711309,42711474
8,42713531,42713621
9,42718154,42718223
10,42718555,42721979

>ZNF767_ENST00000463567.1,chr7:149244245-149321843
1,149321633,149321818
2,149318351,149318650
3,149317015,149317128
4,149255699,149255930
5,149249892,149250107
6,149248746,149248917
7,149247959,149248037
8,149244245,149246465

>CCDC91_ENST00000545336.1,chr12:28286182-28732883
1,28343379,28343574
2,28378728,28378794
3,28379073,28379132
4,28408514,28408595
5,28410135,28410178
6,28412297,28412375
7,28458582,28458739
8,28459675,28459878
9,28460578,28460682
10,28515371,28515448
11,28544237,28544344
12,28603094,28603186
13,28603283,28603351
14,28605411,28605587
15,28636985,28637098
16,28701996,28703099

>ZKSCAN1_ENST00000324306.6,chr7:99613204-99639312
1,99613204,99613349
2,99621042,99621555
3,99621777,99621930
4,99627484,99627575
5,99627872,99627998
6,99630928,99639312

>AGAP3_ENST00000397238.2,chr7:150782918-150841523
1,150783829,150784159
2,150813880,150813938
3,150814182,150814269
4,150814458,150814543
5,150814723,150814864
6,150815297,150815431
7,150815592,150815719
8,150817074,150817232
9,150820881,150820973
10,150825667,150825771
11,150831487,150831655
12,150835230,150835400
13,150837066,150837203
