HGNC ID	Approved Symbol	Approved Name	UniProt ID(supplied by UniProt)
HGNC:43488	MIR548AQ	microRNA 548aq	
HGNC:43455	MIR548AR	microRNA 548ar	
HGNC:43550	MIR548AS	microRNA 548as	
HGNC:43517	MIR548AT	microRNA 548at	
HGNC:43483	MIR548AU	microRNA 548au	
HGNC:43537	MIR548AV	microRNA 548av	
HGNC:43454	MIR548AW	microRNA 548aw	
HGNC:43528	MIR548AX	microRNA 548ax	
HGNC:49943	MIR548AY	microRNA 548ay	
HGNC:49981	MIR548AZ	microRNA 548az	
HGNC:32799	MIR548B	microRNA 548b	
HGNC:50260	MIR548BA	microRNA 548ba	
HGNC:50834	MIR548BB	microRNA 548bb	
HGNC:32800	MIR548C	microRNA 548c	
HGNC:32801	MIR548D1	microRNA 548d-1	
HGNC:32802	MIR548D2	microRNA 548d-2	
HGNC:35275	MIR548E	microRNA 548e	
HGNC:35305	MIR548F1	microRNA 548f-1	
HGNC:35306	MIR548F2	microRNA 548f-2	
HGNC:35307	MIR548F3	microRNA 548f-3	
HGNC:35308	MIR548F4	microRNA 548f-4	
HGNC:35309	MIR548F5	microRNA 548f-5	
HGNC:35326	MIR548G	microRNA 548g	
HGNC:35342	MIR548H1	microRNA 548h-1	
HGNC:35343	MIR548H2	microRNA 548h-2	
HGNC:35344	MIR548H3	microRNA 548h-3	
HGNC:35345	MIR548H4	microRNA 548h-4	
HGNC:41768	MIR548H5	microRNA 548h-5	
HGNC:35352	MIR548I1	microRNA 548i-1	
HGNC:35353	MIR548I2	microRNA 548i-2	
HGNC:35354	MIR548I3	microRNA 548i-3	
HGNC:35355	MIR548I4	microRNA 548i-4	
HGNC:35276	MIR548J	microRNA 548j	
HGNC:35285	MIR548K	microRNA 548k	
HGNC:35292	MIR548L	microRNA 548l	
HGNC:35331	MIR548M	microRNA 548m	
HGNC:35330	MIR548N	microRNA 548n	
HGNC:35333	MIR548O	microRNA 548o	
HGNC:41882	MIR548O2	microRNA 548o-2	
HGNC:35351	MIR548P	microRNA 548p	
HGNC:37312	MIR548Q	microRNA 548q	
HGNC:38354	MIR548S	microRNA 548s	
HGNC:38298	MIR548T	microRNA 548t	
HGNC:38316	MIR548U	microRNA 548u	
HGNC:38302	MIR548V	microRNA 548v	
HGNC:38255	MIR548W	microRNA 548w	
HGNC:38248	MIR548X	microRNA 548x	
HGNC:41734	MIR548X2	microRNA 548x-2	
HGNC:52006	MIR548XHG	MIR548X host gene	
HGNC:38980	MIR548Y	microRNA 548y	
HGNC:38929	MIR548Z	microRNA 548z	
HGNC:32803	MIR549A	microRNA 549a	
HGNC:32804	MIR550A1	microRNA 550a-1	
HGNC:32805	MIR550A2	microRNA 550a-2	
HGNC:41870	MIR550A3	microRNA 550a-3	
HGNC:38992	MIR550B1	microRNA 550b-1	
HGNC:38910	MIR550B2	microRNA 550b-2	
HGNC:32806	MIR551A	microRNA 551a	
HGNC:32807	MIR551B	microRNA 551b	
HGNC:32808	MIR552	microRNA 552	
HGNC:32809	MIR553	microRNA 553	
HGNC:32810	MIR554	microRNA 554	
HGNC:32811	MIR555	microRNA 555	
HGNC:32812	MIR556	microRNA 556	
HGNC:32813	MIR557	microRNA 557	
HGNC:32814	MIR558	microRNA 558	
HGNC:32815	MIR559	microRNA 559	
HGNC:32817	MIR561	microRNA 561	
HGNC:32818	MIR562	microRNA 562	
HGNC:32819	MIR563	microRNA 563	
HGNC:32820	MIR564	microRNA 564	
HGNC:32822	MIR566	microRNA 566	
HGNC:32823	MIR567	microRNA 567	
HGNC:32824	MIR568	microRNA 568	
HGNC:32825	MIR569	microRNA 569	
HGNC:32826	MIR570	microRNA 570	
HGNC:32827	MIR571	microRNA 571	
HGNC:32828	MIR572	microRNA 572	
HGNC:32829	MIR573	microRNA 573	
HGNC:32830	MIR574	microRNA 574	
HGNC:32831	MIR575	microRNA 575	
HGNC:32832	MIR576	microRNA 576	
HGNC:32833	MIR577	microRNA 577	
HGNC:32834	MIR578	microRNA 578	
HGNC:32835	MIR579	microRNA 579	
HGNC:32836	MIR580	microRNA 580	
HGNC:32837	MIR581	microRNA 581	
HGNC:32838	MIR582	microRNA 582	
HGNC:32839	MIR583	microRNA 583	
HGNC:32840	MIR584	microRNA 584	
HGNC:32841	MIR585	microRNA 585	
HGNC:32842	MIR586	microRNA 586	
HGNC:32843	MIR587	microRNA 587	
HGNC:32844	MIR588	microRNA 588	
HGNC:32845	MIR589	microRNA 589	
HGNC:32846	MIR590	microRNA 590	
HGNC:32847	MIR591	microRNA 591	
HGNC:32848	MIR592	microRNA 592	
HGNC:32849	MIR593	microRNA 593	
HGNC:32851	MIR595	microRNA 595	
HGNC:32852	MIR596	microRNA 596	
HGNC:32853	MIR597	microRNA 597	
HGNC:32854	MIR598	microRNA 598	
HGNC:32855	MIR599	microRNA 599	
HGNC:32856	MIR600	microRNA 600	
HGNC:23642	MIR600HG	MIR600 host gene	
HGNC:32857	MIR601	microRNA 601	
HGNC:32858	MIR602	microRNA 602	
HGNC:32859	MIR603	microRNA 603	
HGNC:32860	MIR604	microRNA 604	
HGNC:32861	MIR605	microRNA 605	
HGNC:32862	MIR606	microRNA 606	
HGNC:32863	MIR607	microRNA 607	
HGNC:32864	MIR608	microRNA 608	
HGNC:32865	MIR609	microRNA 609	
HGNC:32866	MIR610	microRNA 610	
HGNC:32867	MIR611	microRNA 611	
HGNC:32868	MIR612	microRNA 612	
HGNC:32869	MIR613	microRNA 613	
HGNC:32870	MIR614	microRNA 614	
HGNC:32871	MIR615	microRNA 615	
HGNC:32872	MIR616	microRNA 616	
HGNC:32873	MIR617	microRNA 617	
HGNC:32874	MIR618	microRNA 618	
HGNC:32875	MIR619	microRNA 619	
HGNC:32876	MIR620	microRNA 620	
HGNC:32877	MIR621	microRNA 621	
HGNC:32878	MIR622	microRNA 622	
HGNC:32879	MIR623	microRNA 623	
HGNC:32880	MIR624	microRNA 624	
HGNC:32881	MIR625	microRNA 625	
HGNC:32882	MIR626	microRNA 626	
HGNC:32883	MIR627	microRNA 627	
HGNC:32884	MIR628	microRNA 628	
HGNC:32885	MIR629	microRNA 629	
HGNC:32886	MIR630	microRNA 630	
HGNC:32887	MIR631	microRNA 631	
HGNC:32888	MIR632	microRNA 632	
HGNC:32889	MIR633	microRNA 633	
HGNC:32890	MIR634	microRNA 634	
HGNC:32891	MIR635	microRNA 635	
HGNC:32892	MIR636	microRNA 636	
HGNC:32893	MIR637	microRNA 637	
HGNC:32894	MIR638	microRNA 638	
HGNC:32895	MIR639	microRNA 639	
HGNC:32896	MIR640	microRNA 640	
HGNC:32897	MIR641	microRNA 641	
HGNC:32898	MIR642A	microRNA 642a	
HGNC:38902	MIR642B	microRNA 642b	
HGNC:32899	MIR643	microRNA 643	
HGNC:32900	MIR644A	microRNA 644a	
HGNC:32901	MIR645	microRNA 645	
HGNC:32902	MIR646	microRNA 646	
HGNC:27659	MIR646HG	MIR646 host gene	
HGNC:32903	MIR647	microRNA 647	
HGNC:32904	MIR648	microRNA 648	
HGNC:32905	MIR649	microRNA 649	
HGNC:32906	MIR650	microRNA 650	
HGNC:32907	MIR651	microRNA 651	
HGNC:32908	MIR652	microRNA 652	
HGNC:32909	MIR653	microRNA 653	
HGNC:32910	MIR654	microRNA 654	
HGNC:32911	MIR655	microRNA 655	
HGNC:32912	MIR656	microRNA 656	
HGNC:32913	MIR657	microRNA 657	
HGNC:32914	MIR658	microRNA 658	
HGNC:32915	MIR659	microRNA 659	
HGNC:32916	MIR660	microRNA 660	
HGNC:32917	MIR661	microRNA 661	
HGNC:32918	MIR662	microRNA 662	
HGNC:32919	MIR663A	microRNA 663a	
HGNC:27662	MIR663AHG	MIR663A host gene	
HGNC:35270	MIR663B	microRNA 663b	
HGNC:35370	MIR664A	microRNA 664a	
HGNC:43501	MIR664B	microRNA 664b	
HGNC:33662	MIR665	microRNA 665	
HGNC:33135	MIR668	microRNA 668	
HGNC:37304	MIR670	microRNA 670	
HGNC:49204	MIR670HG	MIR670 host gene	
HGNC:33134	MIR671	microRNA 671	
HGNC:33351	MIR675	microRNA 675	
HGNC:38880	MIR676	microRNA 676	
HGNC:33654	MIR708	microRNA 708	
HGNC:37316	MIR711	microRNA 711	
HGNC:37317	MIR718	microRNA 718	
HGNC:33658	MIR744	microRNA 744	
HGNC:33133	MIR758	microRNA 758	
HGNC:37307	MIR759	microRNA 759	
HGNC:33666	MIR760	microRNA 760	
HGNC:37305	MIR761	microRNA 761	
HGNC:37303	MIR762	microRNA 762	
HGNC:51386	MIR762HG	MIR762 host gene	
HGNC:37306	MIR764	microRNA 764	
HGNC:33141	MIR765	microRNA 765	
HGNC:33139	MIR766	microRNA 766	
HGNC:33136	MIR767	microRNA 767	
HGNC:33138	MIR769	microRNA 769	
HGNC:33143	MIR770	microRNA 770	
HGNC:33140	MIR802	microRNA 802	
HGNC:33663	MIR873	microRNA 873	
HGNC:33643	MIR874	microRNA 874	
HGNC:33652	MIR875	microRNA 875	
HGNC:33653	MIR876	microRNA 876	
HGNC:33660	MIR877	microRNA 877	
HGNC:33659	MIR885	microRNA 885	
HGNC:33661	MIR887	microRNA 887	
HGNC:33648	MIR888	microRNA 888	
HGNC:33651	MIR889	microRNA 889	
HGNC:33644	MIR890	microRNA 890	
HGNC:33635	MIR891A	microRNA 891a	
HGNC:33645	MIR891B	microRNA 891b	
HGNC:33639	MIR892A	microRNA 892a	
HGNC:33649	MIR892B	microRNA 892b	
HGNC:50194	MIR892C	microRNA 892c	
HGNC:33670	MIR920	microRNA 920	
HGNC:33671	MIR921	microRNA 921	
HGNC:33672	MIR922	microRNA 922	
HGNC:33674	MIR924	microRNA 924	
HGNC:44332	MIR924HG	MIR924 host gene	
HGNC:33676	MIR933	microRNA 933	
HGNC:33677	MIR934	microRNA 934	
HGNC:33678	MIR935	microRNA 935	
HGNC:33679	MIR936	microRNA 936	
HGNC:33680	MIR937	microRNA 937	
HGNC:33681	MIR938	microRNA 938	
HGNC:33682	MIR939	microRNA 939	
HGNC:33683	MIR940	microRNA 940	
HGNC:33684	MIR941-1	microRNA 941-1	
HGNC:33685	MIR941-2	microRNA 941-2	
HGNC:33686	MIR941-3	microRNA 941-3	
HGNC:33687	MIR941-4	microRNA 941-4	
HGNC:50845	MIR941-5	microRNA 941-5	
HGNC:33688	MIR942	microRNA 942	
HGNC:33689	MIR943	microRNA 943	
HGNC:33690	MIR944	microRNA 944	
HGNC:35259	MIR1178	microRNA 1178	
HGNC:35260	MIR1179	microRNA 1179	
HGNC:35261	MIR1180	microRNA 1180	
HGNC:35262	MIR1181	microRNA 1181	
HGNC:35263	MIR1182	microRNA 1182	
HGNC:35264	MIR1183	microRNA 1183	
HGNC:35265	MIR1184-1	microRNA 1184-1	
HGNC:38211	MIR1184-2	microRNA 1184-2	
HGNC:38389	MIR1184-3	microRNA 1184-3	
HGNC:35257	MIR1185-1	microRNA 1185-1	
HGNC:35254	MIR1185-2	microRNA 1185-2	
HGNC:38247	MIR1193	microRNA 1193	
HGNC:35376	MIR1197	microRNA 1197	
HGNC:50081	MIR1199	microRNA 1199	
HGNC:35266	MIR1200	microRNA 1200	
HGNC:35268	MIR1202	microRNA 1202	
HGNC:35269	MIR1203	microRNA 1203	
HGNC:37059	MIR1204	microRNA 1204	
HGNC:35271	MIR1205	microRNA 1205	
HGNC:35272	MIR1206	microRNA 1206	
HGNC:35273	MIR1207	microRNA 1207	
HGNC:35274	MIR1208	microRNA 1208	
HGNC:33923	MIR1224	microRNA 1224	
HGNC:33931	MIR1225	microRNA 1225	
HGNC:33922	MIR1226	microRNA 1226	
HGNC:33932	MIR1227	microRNA 1227	
HGNC:33928	MIR1228	microRNA 1228	
HGNC:33924	MIR1229	microRNA 1229	
HGNC:33921	MIR1231	microRNA 1231	
HGNC:33929	MIR1233-1	microRNA 1233-1	
HGNC:38277	MIR1233-2	microRNA 1233-2	
HGNC:33926	MIR1234	microRNA 1234	
HGNC:33925	MIR1236	microRNA 1236	
HGNC:33927	MIR1237	microRNA 1237	
HGNC:33933	MIR1238	microRNA 1238	
HGNC:35304	MIR1243	microRNA 1243	
HGNC:35310	MIR1244-1	microRNA 1244-1	
HGNC:38321	MIR1244-2	microRNA 1244-2	
HGNC:38390	MIR1244-3	microRNA 1244-3	
HGNC:50831	MIR1244-4	microRNA 1244-4	
HGNC:35311	MIR1245A	microRNA 1245a	
HGNC:41794	MIR1245B	microRNA 1245b	
HGNC:35312	MIR1246	microRNA 1246	
HGNC:35313	MIR1247	microRNA 1247	
HGNC:35314	MIR1248	microRNA 1248	
HGNC:35315	MIR1249	microRNA 1249	
HGNC:35316	MIR1250	microRNA 1250	
HGNC:35317	MIR1251	microRNA 1251	
HGNC:35365	MIR1252	microRNA 1252	
HGNC:35318	MIR1253	microRNA 1253	
HGNC:35319	MIR1254-1	microRNA 1254-1	
HGNC:41770	MIR1254-2	microRNA 1254-2	
HGNC:35320	MIR1255A	microRNA 1255a	
HGNC:35366	MIR1255B1	microRNA 1255b-1	
HGNC:35367	MIR1255B2	microRNA 1255b-2	
HGNC:35321	MIR1256	microRNA 1256	
HGNC:35322	MIR1257	microRNA 1257	
HGNC:35323	MIR1258	microRNA 1258	
HGNC:35325	MIR1260A	microRNA 1260a	
HGNC:38258	MIR1260B	microRNA 1260b	
HGNC:35327	MIR1261	microRNA 1261	
HGNC:35328	MIR1262	microRNA 1262	
HGNC:35329	MIR1263	microRNA 1263	
HGNC:35246	MIR1264	microRNA 1264	
HGNC:35332	MIR1265	microRNA 1265	
HGNC:35334	MIR1266	microRNA 1266	
HGNC:35335	MIR1267	microRNA 1267	
HGNC:35336	MIR1268A	microRNA 1268a	
HGNC:41581	MIR1268B	microRNA 1268b	
HGNC:35337	MIR1269A	microRNA 1269a	
HGNC:41787	MIR1269B	microRNA 1269b	
HGNC:35338	MIR1270	microRNA 1270	
HGNC:35252	MIR1271	microRNA 1271	
HGNC:35339	MIR1272	microRNA 1272	
HGNC:35340	MIR1273A	microRNA 1273a	
HGNC:38173	MIR1273C	microRNA 1273c	
HGNC:38375	MIR1273D	microRNA 1273d	
HGNC:50833	MIR1273E	microRNA 1273e	
HGNC:41733	MIR1273F	microRNA 1273f	
HGNC:41684	MIR1273G	microRNA 1273g	
HGNC:49973	MIR1273H	microRNA 1273h	
HGNC:35346	MIR1275	microRNA 1275	
HGNC:35347	MIR1276	microRNA 1276	
HGNC:35350	MIR1277	microRNA 1277	
HGNC:35356	MIR1278	microRNA 1278	
HGNC:35357	MIR1279	microRNA 1279	
HGNC:35359	MIR1281	microRNA 1281	
HGNC:35360	MIR1282	microRNA 1282	
HGNC:35255	MIR1283-1	microRNA 1283-1	
HGNC:35361	MIR1283-2	microRNA 1283-2	
HGNC:35362	MIR1284	microRNA 1284	
HGNC:35277	MIR1285-1	microRNA 1285-1	
HGNC:35278	MIR1285-2	microRNA 1285-2	
HGNC:35279	MIR1286	microRNA 1286	
HGNC:35280	MIR1287	microRNA 1287	
HGNC:35363	MIR1288	microRNA 1288	
HGNC:35281	MIR1289-1	microRNA 1289-1	
HGNC:35282	MIR1289-2	microRNA 1289-2	
HGNC:35283	MIR1290	microRNA 1290	
HGNC:35284	MIR1291	microRNA 1291	
HGNC:35364	MIR1292	microRNA 1292	
HGNC:35286	MIR1293	microRNA 1293	
HGNC:35287	MIR1294	microRNA 1294	
HGNC:35288	MIR1295A	microRNA 1295a	
HGNC:43524	MIR1295B	microRNA 1295b	
HGNC:35249	MIR1296	microRNA 1296	
HGNC:35289	MIR1297	microRNA 1297	
HGNC:35258	MIR1298	microRNA 1298	
HGNC:35290	MIR1299	microRNA 1299	
HGNC:35253	MIR1301	microRNA 1301	
HGNC:35293	MIR1302-1	microRNA 1302-1	
HGNC:35294	MIR1302-2	microRNA 1302-2	
HGNC:35295	MIR1302-3	microRNA 1302-3	
HGNC:35296	MIR1302-4	microRNA 1302-4	
HGNC:35297	MIR1302-5	microRNA 1302-5	
HGNC:35298	MIR1302-6	microRNA 1302-6	
HGNC:35299	MIR1302-7	microRNA 1302-7	
HGNC:35300	MIR1302-8	microRNA 1302-8	
HGNC:38218	MIR1302-9	microRNA 1302-9	
HGNC:38233	MIR1302-10	microRNA 1302-10	
HGNC:38246	MIR1302-11	microRNA 1302-11	
HGNC:35301	MIR1303	microRNA 1303	
HGNC:35302	MIR1304	microRNA 1304	
HGNC:35303	MIR1305	microRNA 1305	
HGNC:35371	MIR1306	microRNA 1306	
HGNC:35372	MIR1307	microRNA 1307	
HGNC:35373	MIR1321	microRNA 1321	
HGNC:35374	MIR1322	microRNA 1322	
HGNC:35251	MIR1323	microRNA 1323	
HGNC:35377	MIR1324	microRNA 1324	
HGNC:41902	MIR1343	microRNA 1343	
HGNC:35250	MIR1468	microRNA 1468	
HGNC:35378	MIR1469	microRNA 1469	
HGNC:35379	MIR1470	microRNA 1470	
HGNC:35380	MIR1471	microRNA 1471	
HGNC:35381	MIR1537	microRNA 1537	
HGNC:35382	MIR1538	microRNA 1538	
HGNC:35383	MIR1539	microRNA 1539	
HGNC:41596	MIR1587	microRNA 1587	
HGNC:35389	MIR1825	microRNA 1825	
HGNC:35391	MIR1827	microRNA 1827	
HGNC:35392	MIR1908	microRNA 1908	
HGNC:35393	MIR1909	microRNA 1909	
HGNC:35394	MIR1910	microRNA 1910	
HGNC:35395	MIR1911	microRNA 1911	
HGNC:35396	MIR1912	microRNA 1912	
HGNC:35397	MIR1913	microRNA 1913	
HGNC:35398	MIR1914	microRNA 1914	
HGNC:35399	MIR1915	microRNA 1915	
HGNC:37060	MIR1972-1	microRNA 1972-1	
HGNC:38252	MIR1972-2	microRNA 1972-2	
HGNC:37061	MIR1973	microRNA 1973	
HGNC:37064	MIR1976	microRNA 1976	
HGNC:37068	MIR2052	microRNA 2052	
HGNC:51555	MIR2052HG	MIR2052 host gene	
HGNC:37069	MIR2053	microRNA 2053	
HGNC:37070	MIR2054	microRNA 2054	
HGNC:37071	MIR2110	microRNA 2110	
HGNC:37058	MIR2113	microRNA 2113	
HGNC:37308	MIR2114	microRNA 2114	
HGNC:37309	MIR2115	microRNA 2115	
HGNC:37310	MIR2116	microRNA 2116	
HGNC:37311	MIR2117	microRNA 2117	
HGNC:51999	MIR2117HG	MIR2117 host gene	
HGNC:37313	MIR2276	microRNA 2276	
HGNC:37314	MIR2277	microRNA 2277	
HGNC:37315	MIR2278	microRNA 2278	
HGNC:38328	MIR2355	microRNA 2355	
HGNC:41843	MIR2392	microRNA 2392	
HGNC:41881	MIR2467	microRNA 2467	
HGNC:41532	MIR2681	microRNA 2681	
HGNC:41688	MIR2682	microRNA 2682	
HGNC:38221	MIR2861	microRNA 2861	
HGNC:38372	MIR2909	microRNA 2909	
HGNC:41652	MIR3064	microRNA 3064	
HGNC:38234	MIR3065	microRNA 3065	
HGNC:38268	MIR3074	microRNA 3074	
HGNC:38371	MIR3115	microRNA 3115	
HGNC:38200	MIR3116-1	microRNA 3116-1	
HGNC:38318	MIR3116-2	microRNA 3116-2	
HGNC:38385	MIR3117	microRNA 3117	
HGNC:38265	MIR3118-1	microRNA 3118-1	
HGNC:38324	MIR3118-2	microRNA 3118-2	
HGNC:38274	MIR3118-3	microRNA 3118-3	
HGNC:38287	MIR3118-4	microRNA 3118-4	
HGNC:38253	MIR3119-1	microRNA 3119-1	
HGNC:38315	MIR3119-2	microRNA 3119-2	
HGNC:38295	MIR3120	microRNA 3120	
HGNC:38259	MIR3121	microRNA 3121	
HGNC:38320	MIR3122	microRNA 3122	
HGNC:38330	MIR3123	microRNA 3123	
HGNC:38262	MIR3124	microRNA 3124	
HGNC:38219	MIR3125	microRNA 3125	
HGNC:38225	MIR3126	microRNA 3126	
HGNC:38269	MIR3127	microRNA 3127	
HGNC:38188	MIR3128	microRNA 3128	
HGNC:38217	MIR3129	microRNA 3129	
HGNC:38275	MIR3130-1	microRNA 3130-1	
HGNC:38363	MIR3130-2	microRNA 3130-2	
HGNC:38347	MIR3131	microRNA 3131	
HGNC:38373	MIR3132	microRNA 3132	
HGNC:38305	MIR3133	microRNA 3133	
HGNC:38254	MIR3134	microRNA 3134	
HGNC:38199	MIR3135A	microRNA 3135a	
HGNC:41783	MIR3135B	microRNA 3135b	
HGNC:38340	MIR3136	microRNA 3136	
HGNC:38263	MIR3137	microRNA 3137	
HGNC:38341	MIR3138	microRNA 3138	
HGNC:38201	MIR3139	microRNA 3139	
HGNC:38183	MIR3140	microRNA 3140	
HGNC:38326	MIR3141	microRNA 3141	
HGNC:38297	MIR3142	microRNA 3142	
HGNC:51944	MIR3142HG	MIR3142 host gene	
HGNC:38284	MIR3143	microRNA 3143	
HGNC:38331	MIR3144	microRNA 3144	
HGNC:38327	MIR3145	microRNA 3145	
HGNC:38368	MIR3146	microRNA 3146	
HGNC:38300	MIR3147	microRNA 3147	
HGNC:38215	MIR3148	microRNA 3148	
HGNC:38251	MIR3149	microRNA 3149	
HGNC:38362	MIR3150A	microRNA 3150a	
HGNC:38938	MIR3150B	microRNA 3150b	
HGNC:38266	MIR3151	microRNA 3151	
HGNC:38379	MIR3152	microRNA 3152	
HGNC:38289	MIR3153	microRNA 3153	
HGNC:38176	MIR3154	microRNA 3154	
HGNC:38245	MIR3155A	microRNA 3155a	
HGNC:50003	MIR3155B	microRNA 3155b	
HGNC:38241	MIR3156-1	microRNA 3156-1	
HGNC:38213	MIR3156-2	microRNA 3156-2	
HGNC:38229	MIR3156-3	microRNA 3156-3	
HGNC:38172	MIR3157	microRNA 3157	
HGNC:38196	MIR3158-1	microRNA 3158-1	
HGNC:38279	MIR3158-2	microRNA 3158-2	
HGNC:38181	MIR3159	microRNA 3159	
HGNC:38197	MIR3160-1	microRNA 3160-1	
HGNC:38192	MIR3160-2	microRNA 3160-2	
HGNC:38285	MIR3161	microRNA 3161	
HGNC:38271	MIR3162	microRNA 3162	
HGNC:38209	MIR3163	microRNA 3163	
HGNC:38288	MIR3164	microRNA 3164	
HGNC:38335	MIR3165	microRNA 3165	
HGNC:38386	MIR3166	microRNA 3166	
HGNC:38242	MIR3167	microRNA 3167	
HGNC:38249	MIR3168	microRNA 3168	
HGNC:38380	MIR3169	microRNA 3169	
HGNC:38282	MIR3170	microRNA 3170	
HGNC:38216	MIR3171	microRNA 3171	
HGNC:38174	MIR3173	microRNA 3173	
HGNC:38264	MIR3174	microRNA 3174	
HGNC:38299	MIR3175	microRNA 3175	
HGNC:38345	MIR3176	microRNA 3176	
HGNC:38364	MIR3177	microRNA 3177	
HGNC:38381	MIR3178	microRNA 3178	
HGNC:38353	MIR3179-1	microRNA 3179-1	
HGNC:38325	MIR3179-2	microRNA 3179-2	
HGNC:38214	MIR3179-3	microRNA 3179-3	
HGNC:50838	MIR3179-4	microRNA 3179-4	
HGNC:38382	MIR3180-1	microRNA 3180-1	
HGNC:38343	MIR3180-2	microRNA 3180-2	
HGNC:38239	MIR3180-3	microRNA 3180-3	
HGNC:38920	MIR3180-4	microRNA 3180-4	
HGNC:38969	MIR3180-5	microRNA 3180-5	
HGNC:38378	MIR3181	microRNA 3181	
HGNC:38317	MIR3182	microRNA 3182	
HGNC:38237	MIR3183	microRNA 3183	
HGNC:38182	MIR3184	microRNA 3184	
HGNC:38391	MIR3185	microRNA 3185	
HGNC:38311	MIR3186	microRNA 3186	
HGNC:38319	MIR3187	microRNA 3187	
HGNC:38226	MIR3188	microRNA 3188	
HGNC:38307	MIR3189	microRNA 3189	
HGNC:38190	MIR3190	microRNA 3190	
HGNC:38222	MIR3191	microRNA 3191	
HGNC:38202	MIR3192	microRNA 3192	
HGNC:38204	MIR3193	microRNA 3193	
HGNC:38346	MIR3194	microRNA 3194	
HGNC:38250	MIR3195	microRNA 3195	
HGNC:38198	MIR3196	microRNA 3196	
HGNC:38366	MIR3197	microRNA 3197	
HGNC:38236	MIR3198-1	microRNA 3198-1	
HGNC:41766	MIR3198-2	microRNA 3198-2	
HGNC:38294	MIR3199-1	microRNA 3199-1	
HGNC:38205	MIR3199-2	microRNA 3199-2	
HGNC:38227	MIR3200	microRNA 3200	
HGNC:38235	MIR3201	microRNA 3201	
HGNC:38224	MIR3202-1	microRNA 3202-1	
HGNC:38228	MIR3202-2	microRNA 3202-2	
HGNC:41564	MIR3529	microRNA 3529	
HGNC:41875	MIR3591	microRNA 3591	
HGNC:38922	MIR3605	microRNA 3605	
HGNC:38881	MIR3606	microRNA 3606	
HGNC:38900	MIR3607	microRNA 3607	
HGNC:38956	MIR3609	microRNA 3609	
HGNC:38942	MIR3610	microRNA 3610	
HGNC:38914	MIR3611	microRNA 3611	
HGNC:38951	MIR3612	microRNA 3612	
HGNC:38964	MIR3613	microRNA 3613	
HGNC:38995	MIR3614	microRNA 3614	
HGNC:38905	MIR3615	microRNA 3615	
HGNC:38943	MIR3616	microRNA 3616	
HGNC:38977	MIR3617	microRNA 3617	
HGNC:38937	MIR3618	microRNA 3618	
HGNC:38998	MIR3619	microRNA 3619	
HGNC:38917	MIR3620	microRNA 3620	
HGNC:38930	MIR3621	microRNA 3621	
HGNC:38934	MIR3622A	microRNA 3622a	
HGNC:38961	MIR3622B	microRNA 3622b	
HGNC:38935	MIR3646	microRNA 3646	
HGNC:38941	MIR3648-1	microRNA 3648-1	
HGNC:50843	MIR3648-2	microRNA 3648-2	
HGNC:38948	MIR3649	microRNA 3649	
HGNC:38981	MIR3650	microRNA 3650	
HGNC:38897	MIR3651	microRNA 3651	
HGNC:38894	MIR3652	microRNA 3652	
HGNC:38971	MIR3653	microRNA 3653	
HGNC:38896	MIR3654	microRNA 3654	
HGNC:38960	MIR3655	microRNA 3655	
HGNC:38889	MIR3656	microRNA 3656	
HGNC:38906	MIR3657	microRNA 3657	
HGNC:38963	MIR3658	microRNA 3658	
HGNC:38882	MIR3659	microRNA 3659	
HGNC:38985	MIR3660	microRNA 3660	
HGNC:38892	MIR3661	microRNA 3661	
HGNC:38983	MIR3662	microRNA 3662	
HGNC:38958	MIR3663	microRNA 3663	
HGNC:50676	MIR3663HG	MIR3663 host gene	
HGNC:38899	MIR3664	microRNA 3664	
HGNC:38939	MIR3665	microRNA 3665	
HGNC:38940	MIR3666	microRNA 3666	
HGNC:38990	MIR3667	microRNA 3667	
HGNC:38982	MIR3668	microRNA 3668	
HGNC:38997	MIR3670-1	microRNA 3670-1	
HGNC:43460	MIR3670-2	microRNA 3670-2	
HGNC:50829	MIR3670-3	microRNA 3670-3	
HGNC:50828	MIR3670-4	microRNA 3670-4	
HGNC:38925	MIR3671	microRNA 3671	
HGNC:38957	MIR3672	microRNA 3672	
HGNC:38915	MIR3674	microRNA 3674	
HGNC:38973	MIR3675	microRNA 3675	
HGNC:38932	MIR3677	microRNA 3677	
HGNC:38891	MIR3678	microRNA 3678	
HGNC:38979	MIR3679	microRNA 3679	
HGNC:38989	MIR3680-1	microRNA 3680-1	
HGNC:43472	MIR3680-2	microRNA 3680-2	
HGNC:38994	MIR3681	microRNA 3681	
HGNC:52001	MIR3681HG	MIR3681 host gene	
HGNC:38916	MIR3682	microRNA 3682	
HGNC:38999	MIR3683	microRNA 3683	
HGNC:38950	MIR3684	microRNA 3684	
HGNC:38886	MIR3685	microRNA 3685	
HGNC:38887	MIR3686	microRNA 3686	
HGNC:38946	MIR3687-1	microRNA 3687-1	
HGNC:50835	MIR3687-2	microRNA 3687-2	
HGNC:38986	MIR3688-1	microRNA 3688-1	
HGNC:41735	MIR3688-2	microRNA 3688-2	
HGNC:38904	MIR3689A	microRNA 3689a	
HGNC:38924	MIR3689B	microRNA 3689b	
HGNC:41816	MIR3689C	microRNA 3689c	
HGNC:41621	MIR3689D1	microRNA 3689d-1	
HGNC:41846	MIR3689D2	microRNA 3689d-2	
HGNC:41887	MIR3689E	microRNA 3689e	
